intitule,adresse,codepostal,ville,telephone,latitude,longitude,
Point d'accès au droit d'Ancenis,Mairie Place du Maréchal Foch ,44150,ANCENIS,+33 2 40 83 87 00,47.3656431,-1.1768733,
Commission départementale de conciliation de Loire-Atlantique (baux commerciaux),Direction départementale de la protection des populations 10 boulevard Gaston Doumergue ,44263,NANTES CEDEX 2,+33 2 40 08 82 31,47.207527,-1.546837,
Point d'accès au droit de St Chamond,Centre communal d'action sociale (CCAS) 35 rue de la République ,42400,ST CHAMOND,+33 4 77 31 05 53,45.477335,4.51326,
Conseil de Prud'hommes de Béthune,22 Rue d'Aire  ,62400,BETHUNE,+33 3 21 57 99 50,50.535733,2.637618,
Relais d'accès au droit de Saint-Bonnet-Le-Château,Mairie Avenue Paul Doumer ,42380,ST BONNET LE CHATEAU,+33 4 77 50 52 40,45.4242059,4.0660428,
Point d'accès au droit de Saint-Héand,Mairie Place de la Mairie ,42570,ST HEAND,+33 4 77 30 41 23,45.5289675,4.3731358,
Relais d'accès au droit de Saint-Etienne,Centre Social - Quartier de Terrenoire 21 rue Louis Destre ,42000,ST ETIENNE,+33 4 77 95 68 30,45.437272,4.436473,
Commission départementale de conciliation des Yvelines - baux d'habitation,Direction départementale de la cohésion sociale 7 rue Jean Mermoz CS 20501,78008,VERSAILLES CEDEX,+33 1 39 24 36 35,48.797331,2.143255,
Conseil de Prud'hommes d'Haguenau,120 E Grand'Rue B.P. 260 ,67504,HAGUENAU CEDEX,+33 3 88 73 52 73,48.815126,7.791142,
Conseil de Prud'hommes de Tarbes,6 Rue Eugène Tenot  ,65000,TARBES,+33 5 62 34 02 98,43.2348495,0.0770006,
Conseil de Prud'hommes de Pau,44 Cours Camou  ,64000,PAU,+33 5 59 62 50 90,43.299952,-0.378983,
Conseil de Prud'hommes de Bayonne,10 Rue de la Ville en Bois  ,64100,BAYONNE,+33 5 59 59 32 21,43.4915298,-1.4859467,
Permanence d’information et d’orientation juridiques de Bretenoux,Hôtel de ville Avenue de la Libération ,46130,BRETENOUX,+33 5 65 10 99 99,44.9146499,1.8397804,
Conseil Départemental d'Accès au Droit du Lot,Tribunal de Grande Instance Boulevard Léon Gambetta B.P. 289,46000,Cahors,,44.4468934,1.4406417,
Permanence d’information et d’orientation juridiques d'Orléans,Mairie d'Orléans - Annexe Argonne 1 place Mozart ,45000,ORLEANS,,47.912104,1.929554,
Permanence d’information et d’orientation juridiques de Montargis,Centre Nelson Mandela 31 avenue Louis Maurice Chautemps ,45200,MONTARGIS,,48.0072088,2.746405,
Conseil départemental d'accès au droit,7; rue des Huguenots  ,45044,ORLEANS CEDEX 1,+33 2 38 74 58 35,47.9049637,1.9072668,
Point d'accès au droit de Saint-Nazaire,Espace civique Jacques Dubé 1bis rue des Ajoncs ,44600,ST NAZAIRE,+33 2 28 55 99 73,47.266314,-2.249238,
Maison de Justice et du Droit_ Sud Loire,8 Rue Jean-Baptiste Vigier  ,44400,Rézé,+33 2 51 11 37 00,47.191114,-1.546222,
Conseil de Prud'hommes de Riom,Rue Jean de Berry B.P. 4 ,63200,RIOM,+33 4 73 38 40 85,45.894802,3.116699,
Centre de semi-liberté de Melun,12 rue du Président Despatys  ,77012,MELUN CEDEX,+33 1 60 56 51 30,48.54344,2.658726,
Permanence d’information et d’orientation juridiques de Châteauneuf-sur-Loire,Mairie 1 place Aristide Briand ,45110,CHATEAUNEUF SUR LOIRE,,47.8653311,2.2183528,
Permanence d’information et d’orientation juridiques de Beaugency,Mairie 20 rue du Change ,45190,BEAUGENCY,,47.7779219,1.6316108,
Maison de Justice et du Droit d'Angers,3 Boulevard Pablo Picasso ZAC Les Justice ,49000,Angers,+33 2 41 45 34 00,47.452934,-0.526025,
conseil départemental d'accés au droit d'Angers,Tribunal de grande instance rue Waldeck Rousseau ,49043,ANGERS CEDEX 01,+33 2 41 20 52 59,47.4712741,-0.5440579,
Cour d'Appel d'Angers,Rue Waldeck Rousseau  ,49043,ANGERS CEDEX 01,+33 2 41 20 51 00,47.4712741,-0.5440579,
Conseil de Prud'hommes de Mâcon,11 cours moreau  ,71000,MACON,+33 3 85 21 00 30,46.308991,4.833132,
Conseil de Prud'hommes de Vesoul,20 Rue Didon  ,70000,VESOUL,+33 3 84 76 07 76,47.61528,6.149481,
Point d'accès au droit de Becon Les Granits,Mairie 10 rue de Cholet ,49370,BECON LES GRANITS,+33 2 41 20 52 59,47.5032923,-0.8013534,
Conseil de Prud'hommes de Villefranche-sur-Saône,Palais de Justice 350 Boulevard Gambetta   BP 299 ,69665,VILLEFRANCHE SUR SAONE CED,+33 4 74 65 63 50,45.9898649,4.7187518,
Conseil de Prud'hommes de Mulhouse,21 Rue de la Somme BP 41188 ,68053,MULHOUSE CEDEX 1,+33 3 89 36 82 40,47.7476247,7.3427196,
Permanence d’information et d’orientation juridiques de Gourdon,Maison communautaire 98 avenue Gambetta ,46300,GOURDON,+33 5 65 50 05 40,44.736701,1.3850892,
Permanence d’information et d’orientation juridiques de Figeac,Ancien CES 2 rue Victor Delbos ,46100,FIGEAC,+33 5 65 50 05 40,44.6107587,2.0357282,
Conseil de Prud'hommes de Lure,Place de la Gare  ,70200,LURE,+33 3 84 30 31 34,47.6835195,6.493559,
Conseil de Prud'hommes de Lyon,20 Boulevard Eugène Déruelle  ,69432,LYON CEDEX 03,+33 4 72 84 71 00,45.7629461,4.8535081,
Conseil de Prud'hommes d'Albertville,6 Av. des Chasseurs Alpins B.P. 125 ,73208,ALBERTVILLE CEDEX,+33 4 79 32 59 30,45.674118,6.39255,
Permanence d’information et d’orientation juridiques de Châlons-En-Champagne,Mairie Annexe 24 rue Henri Dunant ,51000,CHALONS EN CHAMPAGNE,+33 3 26 65 05 00,48.948285,4.341887,
Conseil départemental d'accès au droit de la Marne,TGI de Châlons en Champagne 2 quai Eugène Perrier ,51036,CHALONS EN CHAMPAGNE CEDEX,+33 3 26 69 36 96,48.958938,4.361599,
Conseil de Prud'hommes de Bonneville,Rue du Carroz B.P. 128 ,74136,BONNEVILLE CEDEX,+33 4 50 97 14 10,46.077042,6.407338,
Conseil de Prud'hommes d'Annemasse,Rue Léandre Vaillat B.P. 253 ,74106,ANNEMASSE CEDEX,+33 4 50 38 39 32,46.190381,6.237807,
Conseil de Prud'hommes d'Annecy,19 Avenue du Parmelan B.P. 2322 ,74011,ANNECY CEDEX,+33 4 50 33 76 00,45.905339,6.132152,
Permanence d’information et d’orientation juridiques de Cherbourg-Octeville,ACJM 4 rue de Cambrésis Porte 3,50130,CHERBOURG OCTEVILLE,+33 2 33 78 98 49,49.6240914,-1.6457322,
Permanence d’information et d’orientation juridiques d'Avranches,1 rue Saint-Martin  ,50300,AVRANCHES,+33 2 33 19 05 80,48.6844326,-1.3606424,
Conseil Départemental d'Accès au Droit de la Manche,Tribunal de Grande Instance Palais de Justice ,50200,Coutances,+33 2 33 76 68 20,49.0502412,-1.4425947,
Tribunal d'Instance de Clamecy,Place Emile Zola B.P. 108 ,58503,CLAMECY CEDEX,+33 3 86 27 01 50,47.45979,3.521135,
Point d'accès au droit de Grenoble,Centre social Chorier Berriat 10 rue Henri le Châtelier ,38000,GRENOBLE,+33 4 76 21 29 09,45.185823,5.711462,
Tribunal d'Instance de Rennes,Cité Judiciaire 7 Rue Pierre Abélard   CS 33132 ,35031,RENNES CEDEX,+33 2 99 65 37 10,48.1117611,-1.6802654,
Tribunal d'Instance du Puy-en-Velay,6 place du Clauzel CS 10309 ,43009,LE PUY EN VELAY CEDEX,+33 4 63 20 70 00,45.043496,3.883991,
Tribunal d'Instance de Blois,15 Rue du Père-Brottier B.P. 1805 ,41018,BLOIS CEDEX,+33 2 54 56 26 00,47.589834,1.335975,
Tribunal d'Instance de Palaiseau,Place de la Victoire  ,91120,PALAISEAU,+33 1 60 14 00 80,48.7121644,2.2429514,
Tribunal d'Instance d'Orange,Rue de Tour B.P. 188 ,84106,ORANGE CEDEX,+33 4 90 11 11 90,44.120953,4.805124,
Tribunal d'Instance de Nogent-sur-Marne,19 Rue Charles VII  ,94735,NOGENT SUR MARNE CEDEX,+33 1 43 94 17 35,48.8364381,2.4868371,
Tribunal d'Instance d'Ivry-sur-Seine,Place Marcel Cachin  ,94205,IVRY SUR SEINE CEDEX,+33 1 45 15 22 88,48.8140434,2.3901939,
Bureau d'aide aux victimes de Senlis,Cité Judiciaire Boulevard Pasteur B.P. 112,60309,SENLIS CEDEX,,49.2041838,2.5862349,
Tribunal de Grande Instance de Vienne,16 Place Charles de Gaulle  ,38209,VIENNE CEDEX,+33 4 74 78 81 81,45.525884,4.8739588,
Délégué du Médiateur de Romilly-sur-Seine,1; rue de la Boule d'Or  ,10100,ROMILLY SUR SEINE,+33 3 25 27 66 04,48.5193102,3.7264571,
Tribunal de Grande Instance de Meaux,44 Avenue Salvador Allendé B.P. 230 ,77108,MEAUX CEDEX,+33 1 60 09 75 00,48.956216,2.888272,
Point d'accès au droit de Saint-Denis,Maison de quartier Floréal-Saussaies-Courtilles 3 Promenade de la Basilique ,93200,ST DENIS,+33 1 48 22 82 20,48.942696,2.384713,
Tribunal de Grande Instance de Draguignan,Palais de Justice 11 Rue Pierre Clément   B.P. 273 ,83007,DRAGUIGNAN CEDEX,+33 4 94 60 57 00,43.537228,6.447793,
Tribunal de Grande Instance de Versailles,3 Avenue de l'Europe  ,78011,VERSAILLES CEDEX,+33 1 39 07 39 07,48.803612,2.130523,
Point Info Famille des Familles Rurales de Jonchery sur Vesle,rue du Bois du Salut  ,51140,JONCHERY SUR VESLE,+33 3 26 48 56 48,49.2895183,3.8104738,
Tribunal de Grande Instance de Nevers,Place du Palais B.P. 6 ,58019,NEVERS CEDEX,+33 3 86 93 44 44,46.986588,3.157571,
Tribunal de Grande Instance de Metz,3 Rue Haute Pierre B.P. 81022 ,57036,METZ CEDEX 01,+33 3 87 56 75 00,49.116779,6.171264,
Tribunal de Grande Instance d'Ajaccio,4 boulevard Masseria BP 47 ,20181,AJACCIO CEDEX 1,+33 4 95 29 06 06,41.925605,8.736978,
Tribunal de Grande Instance de Tours,2 Place Jean-Jaurès  ,37928,TOURS CEDEX 9,+33 2 47 60 26 60,47.3900896,0.6897644,
Tribunal de Grande Instance de Saint-Malo,1 Place Saint-Aaron CS 51731 ,35417,ST MALO CEDEX,+33 2 99 20 20 20,48.6481785,-2.0260898,
Tribunal de Grande Instance de Saint-Brieuc,Parc des Promenades B.P. 2357 ,22023,ST BRIEUC CEDEX 1,+33 2 96 62 30 00,48.513017,-2.757331,
Point d'accès au droit de Bobigny,Hôpital Avicennes - Maison de l'Adolescent CASITA 125 rue Bellegrade ,93000,BOBIGNY,+33 1 48 95 73 01,48.909714,2.470865,
Tribunal de Grande Instance de Quimper,48 A quai de l'Odet  ,29327,QUIMPER CEDEX,+33 2 98 82 88 00,47.992566,-4.108723,
Tribunal de Grande Instance de Périgueux,19 Bis Cours Montaigne B.P. 9051 ,24019,PERIGUEUX CEDEX,+33 5 53 02 77 00,45.185563,0.720548,
Tribunal d'Instance d'Evreux,4 bis Rue de Verdun BP 60110 ,27022,EVREUX CEDEX,+33 2 32 29 56 40,49.023917,1.144505,
Tribunal d'Instance de Saint-Brieuc,6 bis allée Marie Le Vaillant B.P. 53548 ,22035,ST BRIEUC CEDEX 1,+33 2 96 62 64 20,48.512636,-2.758852,
Tribunal d'Instance de Morlaix,Ancien Lycée Tristan Corbière Kerneguès    C.S. 37908 ,29679,MORLAIX CEDEX,+33 2 98 88 03 47,48.604624,-3.825503,
Relais d'Accès au Droit,Association Initiatives Rencontres Et Solidarité (AIRES 10) 145 Avenue Parmentier ,75010,Paris,+33 1 42 02 82 50,48.870777,2.370456,
Tribunal d'Instance de Cagnes-sur-Mer,100 Avenue Cyrille Besset Au Cros de Cagnes ,6800,CAGNES SUR MER,+33 4 92 12 52 50,43.659246,7.162061,
Point d'accès au droit dédié aux jeunes/mineurs,Bureau d'Information Jeunesse (BIJ) - Quartier des Cottages Espace Ferry Rue Jules Ferry,93290,TREMBLAY EN FRANCE,+33 1 49 63 70 96,48.958481,2.571821,
Tribunal d'Instance de Jonzac,35 Rue des Carmes B.P. 119 ,17503,JONZAC CEDEX,+33 5 46 48 02 40,45.442517,-0.435354,
Tribunal d'Instance de Charleville-Mézières,12 rue Mme de Sévigné  ,8000,CHARLEVILLE MEZIERES,+33 3 51 16 80 06,49.771015,4.717206,
Tribunal de Grande Instance de Metz  Chambre Commerciale,3 Rue Haute Pierre B.P. 41045 ,57036,METZ CEDEX 01,+33 3 87 56 75 00,49.116779,6.171264,
Permanence d’information et d’orientation juridiques de Clermont Ferrand,Espace Info jeunes 5 rue Saint-Genès ,63000,CLERMONT FERRAND,+33 4 73 92 30 50,45.777123,3.085372,
Permanence d’information et d’orientation juridiques de Clermont-Ferrand,Espace Public Info Rue de la Grande Combaude ,63000,CLERMONT FERRAND,+33 4 73 24 83 77,45.798607,3.119483,
Point d'accès au droit du 15ème arrondissement,22 rue de la Saïda  ,75015,PARIS,+33 1 45 30 68 60,48.8320042,2.2955973,
Tribunal de Grande Instance d'Avignon,Palais de Justice 2 Boulevard Limbert ,84078,AVIGNON CEDEX 9,+33 4 32 74 74 00,43.944784,4.816066,
Tribunal de Grande Instance de Saint-Denis-de-La-Réunion,5 Avenue André Malraux B.P. 338 ,97494,STE CLOTILDE CEDEX,+33 2 62 40 23 45,-20.888016,55.46583,
Tribunal de Grande Instance de Limoges,Palais de Justice 17 Place d'Aine ,87031,LIMOGES CEDEX 1,+33 5 55 11 81 00,45.830161,1.255227,
Tribunal d'instance d'Annemasse,20 rue Léandre Vaillat  ,74100,ANNEMASSE,+33 4 50 84 05 50,46.189611,6.237425,
Point d'accès au droit de Grenoble,Centre social Vieux Temple 2 rue du Vieux Temple ,38000,GRENOBLE,+33 4 76 54 67 53,45.193524,5.733686,
Tribunal d'Instance de Draguignan,Cité Judiciaire 11 Rue Pierre Clément ,83300,DRAGUIGNAN,+33 4 94 60 57 50,43.536572,6.465445,
Tribunal d'Instance de Clermont-Ferrand,Palais de Justice 16 Place de l'Etoile   B.P. 121 ,63033,CLERMONT FERRAND CEDEX 1,+33 4 73 31 78 90,45.783896,3.108126,
Tribunal d'Instance de Lens,11 Rue de l'Hospice B.P. 247 ,62305,LENS CEDEX,+33 3 21 13 54 10,50.430198,2.83502,
Tribunal d'Instance de Colmar,10 Rue des Augustins B.P. 50466 ,68020,COLMAR CEDEX,+33 3 89 24 45 24,48.076213,7.357129,
Tribunal d'Instance de Schiltigheim,10 Rue du Tribunal  ,67300,SCHILTIGHEIM,+33 3 88 19 27 80,48.6034123,7.7547911,
Tribunal d'Instance de Bar-le-Duc,27 Place Saint-Pierre  ,55000,BAR LE DUC,+33 3 29 79 13 91,48.7687461,5.1592725,
Tribunal d'Instance de Saumur,Place Saint-Michel  ,49412,SAUMUR CEDEX,+33 2 41 83 47 40,47.2555479,-0.0834208,
Tribunal d'Instance d'Arras,13 Rue Roger Salengro B.P. 565 ,62008,ARRAS CEDEX,+33 3 21 71 62 25,50.293852,2.768671,
Tribunal d'Instance de Tours,2 Place Jean-Jaurès  ,37928,TOURS CEDEX 9,+33 2 47 60 27 60,47.3900896,0.6897644,
Point d'accès au droit de Grenoble,Centre social Mistral 21 rue Albert Thomas ,38000,GRENOBLE,+33 4 76 96 87 75,45.16997,5.702469,
Point d'accès au droit de Grenoble,Centre social Prémol 7 rue Henri Duhamel ,38000,GRENOBLE,+33 4 76 09 00 28,45.163843,5.727146,
Point d'accès au droit spécialisé Information médiation familiale,Tribunal de grande instance 10 rue de l'Hôtel Dieu ,74200,THONON LES BAINS,+33 4 50 81 20 00,46.369265,6.478767,
Tribunal Administratif de Basse-Terre,Quartier d'Orléans Route du Stade Félix Eboué ,97109,BASSE TERRE CEDEX,+33 5 90 81 45 38,16.000298,-61.729235,
Permanence d’information et d’orientation juridiques de Fontaine,Mission locale 72 Mail Marcel Cachin ,38600,FONTAINE,+33 4 76 53 34 10,45.1924905,5.6875635,
Point d'accès au droit de Grenoble,Cité de la CAF 2-3 rue de Belgrade ,38000,GRENOBLE,+33 4 76 50 11 00,45.192293,5.724864,
Point d'accès au droit de Grenoble,Centre social Abbaye 1 place de la Commune ,38000,GRENOBLE,+33 4 76 54 26 27,45.184055,5.724694,
Point d'accès au droit spécialisé Information médiation familiale,Tribunal de grande instance Palais de Justice Place Amédée VIII,74000,ANNECY,+33 4 50 10 17 00,45.8996243,6.1284548,
Point d'accès au droit spécialisé Information médiation familiale,Tribunal de grande instance Palais de Justice 18 quai du Parquet,74130,BONNEVILLE,+33 4 50 25 48 00,46.0790376,6.4045304,
Permanence d’information et d’orientation juridiques de Thonon-Les-Bains,Ordre des avocats du Barreau de Thonon-les-Bains 20 boulevard du Canal ,74200,THONON LES BAINS,+33 4 50 26 08 04,46.369263,6.480334,
Maison de Justice et du Droit d'Annemasse,3 Rue du Levant  ,74102,Annemasse cedex,+33 4 50 84 06 70,46.196372,6.239668,
"Point d'accès au droit_quartier Etouvie  ""Les coursives""",3 Place du Pays d'Auge  ,80000,Amiens,+33 3 22 97 43 84,49.913514,2.253596,
Point d'accès au droit de Beauvais,MEF - Point d'accès au droit - quartier prioritaire Saint Jean Rue Emile Zola ,60000,BEAUVAIS,+33 800 44 59 60,49.4186006,2.076018,
Permanence d’information et d’orientation juridiques dédiée aux jeunes/mineurs d'Avignon,Maison des Adolescents Villa Toscane 48 avenue des Sources,84000,AVIGNON,,43.935962,4.817196,
Permanence d’information et d’orientation juridiques dédiée aux jeunes/mineurs de Carpentras,Ordre des Avocats 16 Impasse Ste Anne ,84200,CARPENTRAS,+33 4 90 67 13 60,44.053982,5.046872,
Permanence d’information et d’orientation juridiques spécialisée Droit de la Famille d'Avignon,CIDFF 84 - VIF 81 boulevard Jules Ferry ,84000,AVIGNON,+33 4 90 86 41 00,43.937993,4.798684,
Permanence d’information et d’orientation juridiques spécialisée Lutte contre les discriminations d'Avignon,Palais de Justice d'Avignon 2 boulevard Limbert ,84000,AVIGNON,,43.944784,4.816066,
Permanence d’information et d’orientation juridiques,Centre d’information et d’orientation (CIO) Rue Matisse ,30000,Nîmes,+33 4 66 76 48 90,43.823923,4.333947,
Point d'accès au droit d'Alès,Tribunal de grande instance Palais de Justice 3 place Henri Barbusse,30100,ALES,+33 4 66 56 22 50,44.124222,4.080314,
Permanence d’information et d’orientation juridiques d'Avignon,Mairie Annexe d'Avignon sud Rocade 1 place A. Farnèse ,84000,AVIGNON,+33 4 90 80 58 00,43.93687,4.857388,
Permanence d’information et d’orientation juridiques de Carpentras,Maison du Département 111 boulevard Albin Durand ,84200,CARPENTRAS,+33 4 32 85 84 40,44.053315,5.045674,
Permanence d’information et d’orientation juridiques d'Avignon,Point Service Public de Saint Chamand 1 rue St Exupery ,84000,AVIGNON,+33 4 90 87 00 53,43.931184,4.843761,
Permanence d’information et d’orientation juridiques,Maison des Adolescents 1 Place de la Préfecture ,87000,Limoges,+33 5 55 12 76 00,45.8329827,1.2577188,
Maison de Justice et du Droit de Rouen,"1 Place Alfred de Musset ""Les hauts de Rouen"" ",76000,Rouen,+33 2 35 12 29 20,49.461465,1.132973,
Permanence d’information et d’orientation juridiques dédiée aux jeunes/mineurs de Nîmes,Maison de l’avocat 16 rue Régale ,30000,NIMES,+33 4 66 36 25 25,43.835638,4.361338,
Point d'accès au droit de Nîmes,Tribunal de grande instance Palais de Justice Boulevard des Arènes,30000,NIMES,+33 4 66 76 47 00,43.848241,4.398618,
Point d'accès au droit de Limoges,14 rue du Petit Tour  ,87000,LIMOGES,+33 5 55 32 51 06,45.831201,1.249126,
Point d'accès au droit de Limoges,Centre social municipal La Bastide 5 allée Georges Braque ,87100,LIMOGES,+33 5 55 38 36 02,45.855256,1.270006,
Point d'accès au droit de Limoges,Maison des Associations de Beaubreuil 4 allée Fabre d'Eglantine ,87280,LIMOGES,+33 5 55 35 80 59,45.875607,1.298779,
Point d'accès au droit dédié aux plus démunis,Maison des Droits de l'Homme 87 rue Frédéric Mistral ,87000,LIMOGES,+33 5 55 35 81 24,45.84482,1.260067,
Point d'accès au droit dédié aux plus démunis,Les Restaurants du cœur Jean Pouyat 23 rue Jean Pouyat ,87000,LIMOGES,+33 5 55 79 89 89,45.845329,1.25656,
Permanence d’information et d’orientation juridiques d'Epernay,Point accueil multiservices Quartier Bernon 23-25 avenue de Middelkerke ,51200,EPERNAY,,49.036936,3.970484,
Point d'accès au droit de Limoges,Maison de la solidarité du département (Portes Ferrées) 32 rue Domnolet Lafarge ,87000,LIMOGES,+33 5 55 33 86 00,45.816092,1.271494,
Tribunal pour Enfants de Niort,2 Rue du Palais B.P. 8819 ,79028,NIORT CEDEX,+33 5 49 77 22 50,46.323334,-0.466306,
Tribunal pour Enfants de Versailles,3 Avenue de l'Europe B.P. 1122 ,78011,VERSAILLES CEDEX,+33 1 39 07 39 07,48.8034136,2.1304448,
Tribunal pour Enfants de Carpentras,Impasse du Siècle 41 Place du Général de Gaulle ,84200,CARPENTRAS,+33 4 90 36 23 31,44.0520769,5.0476928,
Tribunal pour Enfants d'Avignon,Palais de Justice 2 Boulevard Limbert ,84078,AVIGNON CEDEX 9,+33 4 32 74 75 06,43.944784,4.816066,
Tribunal pour Enfants de Chalon-sur-Saône,Rue Emiland-Menand  ,71331,CHALON SUR SAONE CEDEX,+33 3 85 93 77 00,46.7846259,4.8536094,
Tribunal pour Enfants de Vesoul,Place du Palais B.P. 387 ,70014,VESOUL CEDEX,+33 3 84 78 58 00,47.623709,6.157897,
Tribunal pour Enfants de Meaux,Avenue Salvador Allendé B.P. 230 ,77108,MEAUX CEDEX,+33 1 60 09 75 00,48.9555641,2.890683,
Tribunal pour Enfants de Rouen,Annexe du Palais de Justice 31/33 Rue aux Juifs ,76037,ROUEN CEDEX,+33 2 35 52 87 52,49.4420271,1.0923649,
Point d'accès au droit de Créteil,Hall Préfecture Avenue du Général de Gaulle ,94000,CRETEIL,+33 1 49 56 60 94,48.782337,2.457121,
Point d'accès au droit spécialisé Information médiation familiale de Créteil,Espace Droit Famille 1 rue Jacques Prévert ,94000,CRETEIL,+33 1 48 98 05 78,48.782517,2.444675,
Point d'accès au droit de Rivière Salée,Centre Communal d'Action Sociale Bâtiment de la police municipale Rue Schoelcher,97215,RIVIERE SALEE,+33 5 96 68 79 36,14.52778,-60.98056,
Point d'Accès au Droit,Union Départementale des Associations Familiales (UDAF) Rue de la grande Famille_Route des Religieuses ,97200,Fort-de-France,+33 5 96 48 42 44,14.637392,-61.069045,
